AIRPORTCODE,AIRPORTNAME,CITYCODE,CITYNAME,COUNTRYNAME,CURRENCYCODE
UND,Kunduz,UND,Kunduz,Afghanistan,AFN
UNE,Qachas Nek,UNE,Qachas Nek,Lesotho,LSL
UNG,Kiunga,UNG,Kiunga,Papua New Guinea,PGK
UNI,Union Island,UNI,Union Island,St. Vincent & the Grenadines,XCD
UNK,Unalakleet,UNK,Unalakleet,United States,USD
UNN,Ranong,UNN,Ranong,Thailand,THB
UOL,Buol,UOL,Buol,Indonesia,IDR
UPG,Hasanudin,UPG,Ujung Pandang,Indonesia,IDR
UPN,Uruapan,UPN,Uruapan,Mexico,MXN
UQE,Queen,UQE,Queen,United States,USD
URA,Uralsk - Podstepnyy,URA,Uralsk,Kazakhstan,KZT
URB,Ernesto Pochler,URB,Urubupunga,Brazil,BRL
URC,Urumqi,URC,Urumqi,China,CNY
URD,BURG FEUERSTEIN,URD,Burg Feuerstein,Germany,EUR
URE,Kuressaare,URE,Kuressaare,Estonia,EEK
URG,Ruben Berta,URG,Uruguaiana,Brazil,BRL
URO,Boos,URO,Rouen,France,EUR
URR,Urrao,URR,Urrao,Colombia,COP
URT,Surat Thani,URT,Surat Thani,Thailand,THB
URY,Gurayat,URY,Gurayat,Saudi Arabia,SAR
USH,Ushuaia,USH,Ushuaia,Argentina,ARS
USL,Useless Loop,USL,Useless Loop,Australia,AUD
USM,Samui,USM,Koh Samui,Thailand,THB
USN,Ulsan,USN,Ulsan,South Korea,KRW
USQ,Usak,USQ,Usak,Turkey,TRY
USS,Sancti Spiritus,USS,Sancti Spiritus,Cuba,CUP
UST,St. Augustine Florida,UST,St Augustine,United States,USD
USU,Francisco B Reyes Airport,USU,Busuanga,Philippines,PHP
UTH,Udon Thani,UTH,Udon Thani,Thailand,THB
UTK,Utirik Island,UTK,Utirik Island,Marshall Islands,USD
UTM,Tunica Municipal Airport,UTM,Tunica,United States,USD
UTN,Upington Municipal,UTN,Upington,South Africa,ZAR
PYX,Pattaya,UTP,Pattaya,Thailand,THB
UTP,UTapao,UTP,Pattaya,Thailand,THB
UTT,Umtata,UTT,Umtata,South Africa,ZAR
UUD,Ulan Ude,UUD,Ulan Ude,Russian Federation,RUB
UUS,Yuzhno Sakhalinsk,UUS,Yuzhno Sakhalinsk,Russian Federation,RUB
UVE,Ouvea,UVE,Ouvea,New Caledonia,XPF
UVL,Kharga,UVL,Kharga,Egypt,EGP
UYL,Nyala,UYL,Nyala,Sudan,SDG
VAA,Vaasa,VAA,Vaasa,Finland,EUR
VAF,Chabeuil,VAF,Valence,France,EUR
VAG,Maj. Brig. Tromposky,VAG,Varginha,Brazil,BRL
VAI,Vanimo,VAI,Vanimo,Papua New Guinea,PGK
VAK,Chevak,VAK,Chevak,United States,USD
VAL,Valenca,VAL,Valenca,Brazil,BRL
VAN,Van,VAN,Van,Turkey,TRY
VAR,Varna,VAR,Varna,Bulgaria,BGN
VAS,Sivas,VAS,Sivas,Turkey,TRY
VAT,Vatomandry,VAT,Vatomandry,Madagascar,MGA
VAV,Lupepau’u,VAV,Vava'u,Tonga,TOP
VAW,Vardoe,VAW,Vardoe,Norway,NOK
VBS,Brescia - Montichiari Airport,VBS,Brescia,Italy,EUR
VBY,Visby,VBY,Visby,Sweden,SEK
VCA,Tra Noc Airport,VCA,Can Tho,Vietnam,VND
VCD,Victoria River Do,VCD,Victoria River Do,Australia,AUD
TSF,Treviso,VCE,Venice,Italy,EUR
VCE,Marco Polo,VCE,Venice,Italy,EUR
VCL,Chu Lai Intl Airport,VCL,Tam Ky,Vietnam,VND
VCT,County-Foster,VCT,Victoria,United States,USD
VDA,Ovda,VDA,Ovda,Israel,ILS
VDB,Valdres,VDB,Fagernes,Norway,NOK
VDC,Vitoria Da Cnquis,VDC,Vitoria Da Cnquis,Brazil,BRL
VDH,Hai Phong Kien An Airport,VDH,Hai Phong,Vietnam,VND
VDM,Viedma,VDM,Viedma,Argentina,ARS
VDP,Valle De Pascua,VDP,Valle De Pascua,Venezuela,VEF
VDS,Vadso,VDS,Vadso,Norway,NOK
VDY,Vidyanagar Airport,VDY,Vidyanagar,India,INR
VDZ,Valdez Municipal,VDZ,Valdez,United States,USD
VEE,Venetie,VEE,Venetie,United States,USD
VEL,Vernal,VEL,Vernal,United States,USD
VER,Heriberto Jara,VER,Veracruz,Mexico,MXN
VEY,Vestmannaeyjar,VEY,Vestmannaeyjar,Iceland,ISK
VFA,Victoria Falls,VFA,Victoria Falls,Zimbabwe,ZWD
VGA,Vijayawada,VGA,Vijayawada,India,INR
VGO,Vigo,VGO,Vigo,Spain,EUR
VGZ,Villagarzon,VGZ,Villagarzon,Colombia,COP
VHC,Saurimo,VHC,Saurimo,Angola,AOA
VHM,Vilhelmina,VHM,Vilhelmina,Sweden,SEK
VHZ,Vahitahi,VHZ,Vahitahi,French Polynesia,XPF
VID,Vidin,VID,Vidin,Bulgaria,BGN
VIE,Vienna Int'l,VIE,Vienna,Austria,EUR
VII,Vinh,VII,Vinh City,Vietnam,VND
VIJ,Virgin Gorda,VIJ,Virgin Gorda,British Virgin Islands,USD
VIL,Dakhla,VIL,Dakhla,Morocco,MAD
VIS,Visalia,VIS,Visalia,United States,USD
VIT,Vitoria,VIT,Vitoria,Spain,EUR
VIV,Vivigani,VIV,Vivigani,Papua New Guinea,PGK
VIX,Eurico Sales,VIX,Vitoria,Brazil,BRL
VKT,Vorkuta,VKT,Vorkuta,Russian Federation,RUB
VLC,Valencia,VLC,Valencia,Spain,EUR
VLD,Valdosta Regional,VLD,Valdosta,United States,USD
VLG,Villa Gesell,VLG,Villa Gesell,Argentina,ARS
VLI,Bauerfield,VLI,Port Vila,Vanuatu,VUV
VLL,Valladolid,VLL,Valladolid,Spain,EUR
VLN,Valencia,VLN,Valencia,Venezuela,VEF
VLS,Valesdir,VLS,Valesdir,Vanuatu,VUV
VLV,Carvajal,VLV,Valera,Venezuela,VEF
VLY,Anglesey Airport,VLY,Anglesey,United Kingdom,GBP
VMU,Baimuru,VMU,Baimuru,Papua New Guinea,PGK
VNA,Saravane,VNA,Saravane,Lao People's Democratic Republic,LAK
VNC,Venice Municipal,VNC,Venice,United States,USD
VNG,Viengxay,VNG,Viengxay,Lao People's Democratic Republic,LAK
VNO,Vilnius,VNO,Vilnius,Lithuania,LTL
VNS,Varanasi,VNS,Varanasi,India,INR
VNX,Vilanculos,VNX,Vilanculos,Mozambique,MZN
VOG,Volgograd,VOG,Volgograd,Russian Federation,RUB
VOH,Vohemar,VOH,Vohemar,Madagascar,MGA
VOK,VOLK FIELD,VOK,Camp Douglas,United States,USD
VOL,Nea Anchialos,VOL,Volos,Greece,EUR
VOZ,Voronezh,VOZ,Voronezh,Russian Federation,RUB
VPN,Vopnafjordur,VPN,Vopnafjordur,Iceland,ISK
VPS,Ft Walton Beach,VPS,Valparaiso,United States,USD
VQS,Vieques,VQS,Vieques,Puerto Rico,USD
VRA,Juan Gualberto Gomez,VRA,Varadero,Cuba,CUP
VRB,Vero Beach Municipal,VRB,Vero Beach,United States,USD
VRC,Virac Airport,VRC,Virac,Philippines,PHP
VRK,Varkaus,VRK,Varkaus,Finland,EUR
VRL,Vila Real,VRL,Vila Real,Portugal,EUR
VRN,Verona,VRN,Verona,Italy,EUR
VSA,Capitan Carlos Perez,VSA,Villahermosa,Mexico,MXN
VSG,Lugansk,VSG,Lugansk,Ukraine,UAH
VST,Hasslo,VST,Vasteras,Sweden,SEK
VTE,Wattay,VTE,Vientiane,Lao People's Democratic Republic,LAK
VTI,Vitoria Bus Station,VTI,Vitoria,Spain,EUR
VTU,Las Tunas,VTU,Las Tunas,Cuba,CUP
VTZ,Vishakhapatnam,VTZ,Vishakhapatnam,India,INR
VUP,Valledupar,VUP,Valledupar,Colombia,COP
VVB,Mahanoro,VVB,Mahanoro,Madagascar,MGA
VVC,Villavicencio,VVC,Villavicencio,Colombia,COP
VVO,Vladivostok,VVO,Vladivostok,Russian Federation,RUB
VVZ,Illizi,VVZ,Illizi,Algeria,DZD
VXC,Lichinga,VXC,Lichinga,Mozambique,MZN
VXE,San Pedro,VXE,Sao Vicente,Cape Verde,CVE
VXO,Vaxjo,VXO,Vaxjo,Sweden,SEK
VYD,Vryheid,VYD,Vryheid,South Africa,ZAR
WAC,Waca,WAC,Waca,Ethiopia,ETB
WAE,Wadi al-Dawasir Domestic Airport,WAE,Wadi Ad Dawasir,Saudi Arabia,SAR
WAG,Wanganui,WAG,Wanganui,New Zealand,NZD
WAI,Antsohihy,WAI,Antsohihy,Madagascar,MGA
WAQ,Antsalova,WAQ,Antsalova,Madagascar,MGA
BWI,Baltimore,WAS,Washington,United States,USD
DCA,R Reagan National,WAS,Washington,United States,USD
IAD,Dulles Int'l,WAS,Washington,United States,USD
WAT,Waterford,WAT,Waterford,Ireland,EUR
WAW,Warsaw Chopin,WAW,Warsaw,Poland,PLN
WBB,Stebbins,WBB,Stebbins,United States,USD
WBD,Befandriana,WBD,Befandriana,Madagascar,MGA
WBE,Bealanana,WBE,Bealanana,Madagascar,MGA
WBM,Wapenamanda,WBM,Wapenamanda,Papua New Guinea,PGK
WBO,Beroroha,WBO,Beroroha,Madagascar,MGA
WBQ,Beaver,WBQ,Beaver,United States,USD
WDG,Woodring Municipal,WDG,Enid,United States,USD
WDH,Windhoek int'l,WDH,Windhoek,Namibia,NAD
WED,Wedau,WED,Wedau,Papua New Guinea,PGK
WEH,Weihai Dashuibo Airport,WEH,Weihai,China,CNY
WEI,Weipa,WEI,Weipa,Australia,AUD
WEL,Welkom,WEL,Welkom,South Africa,ZAR
WET,Wagethe,WET,Wagethe,Indonesia,IDR
WFI,Fianarantsoa,WFI,Fianarantsoa,Madagascar,MGA
WGA,Forrest Hill,WGA,Wagga Wagga,Australia,AUD
WGP,Waingapu,WGP,Waingapu,Indonesia,IDR
WGT,Wangaratta,WGT,Wangaratta,Australia,AUD
WHK,Whakatane,WHK,Whakatane,New Zealand,NZD
WHL,Welshpool,WHL,Welshpool,Australia,AUD
WIC,Wick,WIC,Wick,United Kingdom,GBP
WIN,Winton,WIN,Winton,Australia,AUD
WIS,Vienna Shutlebus,WIS,Vienna,Austria,EUR
WJA,Woja,WJA,Woja,Marshall Islands,USD
WJR,Wajir,WJR,Wajir,Kenya,KES
WKA,Wanaka,WKA,Wanaka,New Zealand,NZD
WKJ,Hokkaido,WKJ,Wakkanai,Japan,JPY
WKK,Aleknagik,WKK,Aleknagik,United States,USD
WKR,Walker's Cay,WKR,Walker's Cay,Bahamas,BSD
WLB,Labouchere Bay,WLB,Labouchere Bay,United States,USD
WLG,Wellington,WLG,Wellington,New Zealand,NZD
WLH,Walaha,WLH,Walaha,Vanuatu,VUV
WLK,Selawik,WLK,Selawik,United States,USD
WLM,Waltham,WLM,Waltham,United States,USD
WLS,Wallis Island,WLS,Wallis Island,Wallis & Futuna Islands,XPF
WMA,Mandritsara,WMA,Mandritsara,Madagascar,MGA
WMD,Mandabe,WMD,Mandabe,Madagascar,MGA
WMH,Mountain Home,WMH,Mountain Home,United States,USD
WMI,Modlin,WMI,Nowy Dwor Mazowiecki,Poland,PLN
WML,Malaimbandy,WML,Malaimbandy,Madagascar,MGA
WMN,Maroantsetra,WMN,Maroantsetra,Madagascar,MGA
WMO,White Mountain,WMO,White Mountain,United States,USD
WMR,Mananara,WMR,Mananara,Madagascar,MGA
WMX,Wamena,WMX,Wamena,Indonesia,IDR
WNP,Naga Airport,WNP,Naga,Philippines,PHP
WNR,Windorah,WNR,Windorah,Australia,AUD
WNS,Nawabshah,WNS,Nawabshah,Pakistan,PKR
WNZ,Wenzhou,WNZ,Wenzhou,China,CNY
WOT,Wonan,WOT,Wonan,Taiwan,TWD
WPB,Port Berge,WPB,Port Berge,Madagascar,MGA
WPM,Wipim,WPM,Wipim,Papua New Guinea,PGK
WRA,Warder,WRA,Warder,Ethiopia,ETB
WRE,Whangarei,WRE,Whangarei,New Zealand,NZD
WRL,Worland,WRL,Worland,United States,USD
WRO,Strachowice,WRO,Wroclaw,Poland,PLN
WRW,Warrawagine Station,WRW,Warrawagine,Australia,AUD
WRY,Westray,WRY,Westray,United Kingdom,GBP
WSN,South Naknek,WSN,South Naknek,United States,USD
WST,Sesterly State,WST,Westerly,United States,USD
WSU,Wasu,WSU,Wasu,Papua New Guinea,PGK
WSX,Westsound,WSX,Westsound,United States,USD
WSY,Whitsunday Airstrip,WSY,Airlie Beach,Australia,AUD
WSZ,Westport,WSZ,Westport,New Zealand,NZD
WTA,Tambohorano,WTA,Tambohorano,Madagascar,MGA
WTD,Bahamas - West End Airport,WTD,West End,Bahamas,BSD
WTE,Wotje Island,WTE,Wotje Island,Marshall Islands,USD
WTK,Noatak,WTK,Noatak,United States,USD
WTL,Tuntutuliak,WTL,Tuntutuliak,United States,USD
WTO,Wotho Island,WTO,Wotho Island,Marshall Islands,USD
WTS,Tsiroanomandidy,WTS,Tsiroanomandidy,Madagascar,MGA
WUG,Wau,WUG,Wau,Papua New Guinea,PGK
WUH,Wuhan,WUH,Wuhan,China,CNY
WUN,Wiluna,WUN,Wiluna,Australia,AUD
WUV,Wuvulu Is,WUV,Wuvulu Island,Papua New Guinea,PGK
WUX,,WUX,Wuxi,China,CNY
WVB,Walvis Bay,WVB,Walvis Bay,Namibia,NAD
WVK,Manakara,WVK,Manakara,Madagascar,MGA
WWA,Wasilla,WWA,Wasilla,United States,USD
WWD,Cape May County,WWD,Wildwood,United States,USD
WWK,Boram,WWK,Wewak,Papua New Guinea,PGK
WWP,Whale Pass,WWP,Whale Pass,United States,USD
WWT,Newtok,WWT,Newtok,United States,USD
WWY,West Wyalong,WWY,West Wyalong,Australia,AUD
WYA,Whyalla,WYA,Whyalla,Australia,AUD
WYE,Yengema,WYE,Yengema,Sierra Leone,SLL
WYS,Yellowstone,WYS,West Yellowstone,United States,USD
XAP,Chapeco,XAP,Chapeco,Brazil,BRL
XBE,Bearskin Lake,XBE,Bearskin Lake,Canada,CAD
XBL,Buno Bedelle,XBL,Buno Bedelle,Ethiopia,ETB
XBN,Biniguni,XBN,Biniguni,Papua New Guinea,PGK
XBO,Boulsa Airport,XBO,Boulsa,Burkina Faso,XOF
XCH,Christmas Island,XCH,Christmas Island,Christmas Islands,AUD
XDR,Vernouillet,XDR,Dreux,France,EUR
XER,Strasbourg Bus Station,XER,Strasbourg,France,EUR
XFL,Flagler County Airport,XFL,Shawinigan,Canada,CAD
XFW,Finkenwerder,XFW,Finkenwerder,Germany,EUR
XGA,Gaoua,XGA,Gaoua,Burkina Faso,XOF
XGG,Gorom Gorom,XGG,Gorom Gorom,Burkina Faso,XOF
XGN,Xangongo,XGN,Xangongo,Angola,AOA
XGR,Kangiqsualujjuaq,XGR,Kangiqsualujjuaq,Canada,CAD
TLN,Hyeres,XHE,Hyeres,France,EUR
XHQ,Batum - Hopa Airport,XHQ,Hopa,Turkey,TRY
XIG,Xinguera,XIG,Xinguera,Brazil,BRL
XIL,Xilinhot,XIL,Xilinhot,China,CNY
XIT,Leipzig Hauptbahnhof,XIT,Leipzig,Germany,EUR
XJN,Valladolid Bus Station,XJN,Valladolid BusStation,Spain,EUR
XKA,Kantchari,XKA,Kantchari,Burkina Faso,XOF
XKH,Xieng Khouang,XKH,Xieng Khouang,Lao People's Democratic Republic,LAK
XKS,Kasabonika,XKS,Kasabonika,Canada,CAD
XLB,Lac Brochet,XLB,Lac Brochet,Canada,CAD
XLS,St Louis,XLS,St Louis,Senegal,XOF
XMC,Mallacoota,XMC,Mallacoota,Australia,AUD
XMH,Manihi,XMH,Manihi,French Polynesia,XPF
XMN,Xiamen,XMN,Xiamen,China,CNY
XMS,Macas,XMS,Macas,Ecuador,USD
XMY,Yam Island,XMY,Yam Island,Australia,AUD
XNA,Northwest Arkansas Regional Airport,XNA,NW Arkansas,United States,USD
XNN,Xining Caojiabao Airport,XNN,Xining,China,CNY
XNU,Nouna,XNU,Nouna,Burkina Faso,XOF
XOC,Madrid Atocha railway station,XOC,Madrid,Spain,EUR
XPK,Pukatawagan,XPK,Pukatawagan,Canada,CAD
XQA,SANTA JUSTA RAILWAY ST,XQA,SEVILLA,France,EUR
XQP,Quepos,XQP,Quepos,Costa Rica,CRC
XQU,Qualicum,XQU,Qualicum,Canada,CAD
XRR,Ross River,XRR,Ross River,Canada,CAD
XRY,Jerez,XRY,Jerez,Spain,EUR
XSC,South Caicos Int'l,XSC,South Caicos,Turcs & Caicos Islands,USD
XSI,South Indian Lake,XSI,South Indian Lake,Canada,CAD
XTL,Tadoule Lake,XTL,Tadoule Lake,Canada,CAD
XVY,Venice Mestre Train Station,XVY,Venice,Italy,EUR
XWG,Strasbourg Railway Station,XWG,Strasbourg,France,EUR
XXC,Cascais Aerodrome,XXC,Cascais,Portugal,EUR
XYA,Yandina,XYA,Yandina,Solomon Islands,SBD
XZN,Avignon TGV Train Station,XZN,Avignon,France,EUR
XZV,Gare de Toulon,XZV,Toulon,France,EUR
YAA,Anahim Lake,YAA,Anahim Lake,Canada,CAD
YAB,Arctic Bay,YAB,Arctic Bay,Canada,CAD
YAC,Cat Lake,YAC,Cat Lake,Canada,CAD
YAG,Fort Frances Municipal,YAG,Fort Frances,Canada,CAD
YAK,Yakutat,YAK,Yakutat,United States,USD
YAL,Alert Bay,YAL,Alert Bay,Canada,CAD
YAM,Sault Ste Marie,YAM,Sault Ste Marie,Canada,CAD
NSI,Nsimalen airport,YAO,Yaounde,Cameroon,XAF
YAO,Yaounde Arpt,YAO,Yaounde,Cameroon,XAF
YAP,Yap,YAP,Yap,Micronesia,USD
YAT,Attawapiskat,YAT,Attawapiskat,Canada,CAD
YAY,St Anthony,YAY,St Anthony,Canada,CAD
YBC,Baie Comeau,YBC,Baie Comeau,Canada,CAD
YBE,Uranium City,YBE,Uranium City,Canada,CAD
YBG,Bagotville,YBG,Bagotville,Canada,CAD
YBI,Black Tickle,YBI,Black Tickle,Canada,CAD
YBJ,Baie Johan Beetz,YBJ,Baie Johan Beetz,Canada,CAD
YBL,Campbell River,YBL,Campbell River,Canada,CAD
YBM,Bronson Creek,YBM,Bronson Creek,Canada,CAD
YBR,Brandon,YBR,Brandon,Canada,CAD
YBT,Brochet,YBT,Brochet,Canada,CAD
YBV,Berens River,YBV,Berens River,Canada,CAD
YBX,Blanc Sablon,YBX,Blanc Sablon,Canada,CAD
YCB,Cambridge Bay,YCB,Cambridge Bay,Canada,CAD
YCD,Nanaimo,YCD,Nanaimo,Canada,CAD
YCG,Castlegar,YCG,Castlegar,Canada,CAD
YCH,Miramichi,YCH,Miramichi,Canada,CAD
YCK,Colville Lake,YCK,Colville Lake,Canada,CAD
YCL,Charlo,YCL,Charlo,Canada,CAD
YCN,Cochrane,YCN,Cochrane,Canada,CAD
YCO,Coppermine,YCO,Coppermine,Canada,CAD
YCQ,Chetwynd,YCQ,Chetwynd,Canada,CAD
YCR,Cross Lake,YCR,Cross Lake,Canada,CAD
YCS,Chesterfield Inle,YCS,Chesterfield Inle,Canada,CAD
YCV,Cartierville,YCV,Cartierville,Canada,CAD
YCY,Clyde River,YCY,Clyde River,Canada,CAD
YDA,Dawson City,YDA,Dawson City,Canada,CAD
YDE,Paradise River,YDE,Paradise River,Canada,CAD
YDF,Deer Lake,YDF,Deer Lake,Canada,CAD
YDI,Davis Inlet,YDI,Davis Inlet,Canada,CAD
YDL,Dease Lake,YDL,Dease Lake,Canada,CAD
YDN,Dauphin,YDN,Dauphin,Canada,CAD
YDO,St Methode,YDO,Dolbeau,Canada,CAD
YDP,Nain,YDP,Nain,Canada,CAD
YDQ,Dawson Creek,YDQ,Dawson Creek,Canada,CAD
YEG,Edmonton Int'l,YEA,Edmonton,Canada,CAD
YXD,Edmonton Municipal,YEA,Edmonton,Canada,CAD
YEC,Yechon,YEC,Yechon,South Korea,KRW
YEI,Bursa - Yenisehir,YEI,Ennadai Lake,Canada,CAD
YEK,Eskimo Point,YEK,Eskimo Point,Canada,CAD
YEL,Elliot Lake,YEL,Elliot Lake,Canada,CAD
YER,Fort Severn,YER,Fort Severn,Canada,CAD
YEV,Inuvik,YEV,Inuvik,Canada,CAD
YFA,Fort Albany,YFA,Fort Albany,Canada,CAD
YFB,Iqaluit,YFB,Iqaluit,Canada,CAD
YFC,Fredericton,YFC,Fredericton,Canada,CAD
YFH,Fort Hope,YFH,Fort Hope,Canada,CAD
YFO,Flin Flon,YFO,Flin Flon,Canada,CAD
YFR,Fort Resolution,YFR,Fort Resolution,Canada,CAD
YFS,Fort Simpson,YFS,Fort Simpson,Canada,CAD
YFX,Fox Harbour,YFX,Fox Harbour,Canada,CAD
YGB,Gillies Bay,YGB,Gillies Bay,Canada,CAD
YGH,Fort Good Hope,YGH,Fort Good Hope,Canada,CAD
YGJ,Miho,YGJ,Yonago,Japan,JPY
YGK,Kingston,YGK,Kingston,Canada,CAD
YGL,La Grande,YGL,La Grande,Canada,CAD
YGO,Gods Narrows,YGO,Gods Narrows,Canada,CAD
YGP,Gaspe,YGP,Gaspe,Canada,CAD
YGQ,Geraldton,YGQ,Geraldton,Canada,CAD
YGR,Iles De La Madele,YGR,Iles De La Madele,Canada,CAD
YGT,Igloolik,YGT,Igloolik,Canada,CAD
YGV,Havre St Pierre,YGV,Havre St Pierre,Canada,CAD
YGW,Kuujjuarapik,YGW,Kuujjuarapik,Canada,CAD
YGX,Gillam,YGX,Gillam,Canada,CAD
YGZ,Grise Fiord,YGZ,Grise Fiord,Canada,CAD
YHA,Port Hope Simpson,YHA,Port Hope Simpson,Canada,CAD
YHD,Dryden Municipal,YHD,Dryden,Canada,CAD
YHF,Hearst,YHF,Hearst,Canada,CAD
YHI,Holman,YHI,Holman,Canada,CAD
YHK,Gjoa Haven,YHK,Gjoa Haven,Canada,CAD
YHM,Hamilton,YHM,Hamilton,Canada,CAD
YHN,Hornepayne,YHN,Hornepayne,Canada,CAD
YHO,Hopedale,YHO,Hopedale,Canada,CAD
YHP,Poplar Hill,YHP,Poplar Hill,Canada,CAD
YHR,Chevery,YHR,Chevery,Canada,CAD
YHS,Sechelt,YHS,Sechelt,Canada,CAD
YAW,Shearwater,YHZ,Halifax,Canada,CAD
YHZ,Halifax Int'l,YHZ,Halifax,Canada,CAD
YIB,Atikokan,YIB,Atikokan,Canada,CAD
YIF,Pakuashipi,YIF,Pakuashipi,Canada,CAD
YIH,Yichang,YIH,Yichang,China,CNY
YIK,Ivujivik,YIK,Ivujivik,Canada,CAD
YIO,Pond Inlet,YIO,Pond Inlet,Canada,CAD
YIV,Island Lk Garden,YIV,Island Lk Garden,Canada,CAD
YIW,YIWU,YIW,Yiwu,China,CNY
YJB,Barcelona Sants Train Station,YJB,Barcelona,Spain,EUR
YJN,St Jean,YJN,St Jean,Canada,CAD
YJT,Stephenville,YJT,Stephenville,Canada,CAD
YKA,Kamloops,YKA,Kamloops,Canada,CAD
YKF,,YKF,Kitchener,Canada,CAD
YKG,Kangirsuk,YKG,Kangirsuk,Canada,CAD
YKL,Schefferville,YKL,Schefferville,Canada,CAD
YKM,Yakima Air Terminal,YKM,Yakima,United States,USD
YKN,Chang Gurney,YKN,Yankton,United States,USD
YKO,Hakkari - Yuksekova Airport,YKO,Yuksekova,Turkey,TRY
YKQ,Waskaganish,YKQ,Waskaganish,Canada,CAD
YKS,Yakutsk,YKS,Yakutsk,Russian Federation,RUB
YKT,Klemtu,YKT,Klemtu,Canada,CAD
YKU,Chisasibi,YKU,Chisasibi,Canada,CAD
YKX,Kirkland Lake,YKX,Kirkland Lake,Canada,CAD
YKY,Kindersley,YKY,Kindersley,Canada,CAD
YLC,Lake Harbour,YLC,Lake Harbour,Canada,CAD
YLD,Chapleau,YLD,Chapleau,Canada,CAD
YLE,Lac La Martre,YLE,Lac La Martre,Canada,CAD
YLL,Lloydminster,YLL,Lloydminster,Canada,CAD
YLR,Leaf Rapids,YLR,Leaf Rapids,Canada,CAD
YLW,Kelowna,YLW,Kelowna,Canada,CAD
YMA,Mayo,YMA,Mayo,Canada,CAD
YME,Matane,YME,Matane,Canada,CAD
YMG,Manitouwadge,YMG,Manitouwadge,Canada,CAD
YMH,Mary's Harbour,YMH,Mary's Harbour,Canada,CAD
YMM,Fort Mcmurray,YMM,Fort Mcmurray,Canada,CAD
YMN,Makkovik,YMN,Makkovik,Canada,CAD
YMO,Moosonee,YMO,Moosonee,Canada,CAD
YHU,St Hubert,YMQ,Montreal,Canada,CAD
YMX,Mirabel,YMQ,Montreal,Canada,CAD
YUL,Dorval,YMQ,Montreal,Canada,CAD
YMS,Yurimaguas,YMS,Yurimaguas,Peru,PEN
YMT,Chibougamau,YMT,Chibougamau,Canada,CAD
YNA,Natashquan,YNA,Natashquan,Canada,CAD
YNB,Yanbu,YNB,Yanbo,Saudi Arabia,SAR
YNC,Wemindji,YNC,Wemindji,Canada,CAD
YND,Gatineau,YND,Gatineau,Canada,CAD
YNE,Norway House,YNE,Norway House,Canada,CAD
YNG,Youngstown Warren,YNG,Youngstown Warren,United States,USD
YNL,Points North Land,YNL,Points North Land,Canada,CAD
YNM,Matagami,YNM,Matagami,Canada,CAD
YNO,North Spirit Lake,YNO,North Spirit Lake,Canada,CAD
YNS,Nemiscau,YNS,Nemiscau,Canada,CAD
YNT,Laishan,YNT,Yantai,China,CNY
YNZ,Yancheng Jiangsu Nanyang Intl Airport,YNZ,Yancheng,China,CNY
YOC,Old Crow,YOC,Old Crow,Canada,CAD
YOH,Oxford House,YOH,Oxford House,Canada,CAD
YOJ,Footner Lake,YOJ,High Level,Canada,CAD
YOL,Yola,YOL,Yola,Nigeria,NGN
YON,Yongphulla Airport,YON,Trashigang,Bhutan,BTN
YOO,Oshawa,YOO,Oshawa,Canada,CAD
YOP,Rainbow Lake,YOP,Rainbow Lake,Canada,CAD
YOW,Ottawa Int'l,YOW,Ottawa,Canada,CAD
YRO,Rockcliffe St,YOW,Ottawa,Canada,CAD
YPA,Prince Albert,YPA,Prince Albert,Canada,CAD
YPB,Port Alberni,YPB,Port Alberni,Canada,CAD
YPC,Paulatuk,YPC,Paulatuk,Canada,CAD
YPE,Peace River,YPE,Peace River,Canada,CAD
YPH,Inukjuak,YPH,Inukjuak,Canada,CAD
YPI,Port Simpson,YPI,Port Simpson,Canada,CAD
YPJ,Aupauluk,YPJ,Aupauluk,Canada,CAD
YPL,Pickle Lake,YPL,Pickle Lake,Canada,CAD
YPM,Pikangikum,YPM,Pikangikum,Canada,CAD
YPN,Port Menier,YPN,Port Menier,Canada,CAD
YPQ,Peterborough,YPQ,Peterborough,Canada,CAD
YPR,Digby Island,YPR,Prince Rupert,Canada,CAD
ZSW,Seal Cove,YPR,Prince Rupert,Canada,CAD
YPW,Powell River,YPW,Powell River,Canada,CAD
YPX,Povungnituk,YPX,Povungnituk,Canada,CAD
YPY,Fort Chipewyan,YPY,Fort Chipewyan,Canada,CAD
YQA,Muskoka,YQA,Muskoka,Canada,CAD
YQB,Quebec,YQB,Quebec,Canada,CAD
YQC,Quaqtaq,YQC,Quaqtaq,Canada,CAD
YQD,The Pas,YQD,The Pas,Canada,CAD
YQG,Windsor,YQG,Windsor,Canada,CAD
YQH,Watson Lake,YQH,Watson Lake,Canada,CAD
YQI,Yarmouth,YQI,Yarmouth,Canada,CAD
YQK,Kenora,YQK,Kenora,Canada,CAD
YQL,Lethbridge,YQL,Lethbridge,Canada,CAD
YQM,Moncton,YQM,Moncton,Canada,CAD
YQQ,Comox,YQQ,Comox,Canada,CAD
YQR,Regina,YQR,Regina,Canada,CAD
YQT,Thunder Bay,YQT,Thunder Bay,Canada,CAD
YQU,Grande Prairie,YQU,Grande Prairie,Canada,CAD
YQV,Yorkton,YQV,Yorkton,Canada,CAD
YQW,North Battleford,YQW,North Battleford,Canada,CAD
